GTFS Stop ID,Division,Stop Name,Borough,CBD,Route,GTFS Latitude,GTFS Longitude
R01,BMT,Astoria-Ditmars Blvd,Q,False,N,40.775036,-73.912034
R01,BMT,Astoria-Ditmars Blvd,Q,False,W,40.775036,-73.912034
R03,BMT,Astoria Blvd,Q,False,N,40.770258,-73.917843
R03,BMT,Astoria Blvd,Q,False,W,40.770258,-73.917843
R04,BMT,30 Av,Q,False,N,40.766779,-73.921479
R04,BMT,30 Av,Q,False,W,40.766779,-73.921479
R05,BMT,Broadway,Q,False,N,40.76182,-73.925508
R05,BMT,Broadway,Q,False,W,40.76182,-73.925508
R06,BMT,36 Av,Q,False,N,40.756804,-73.929575
R06,BMT,36 Av,Q,False,W,40.756804,-73.929575
R08,BMT,39 Av-Dutch Kills,Q,False,N,40.752882,-73.932755
R08,BMT,39 Av-Dutch Kills,Q,False,W,40.752882,-73.932755
R11,BMT,Lexington Av/59 St,M,True,N,40.76266,-73.967258
R11,BMT,Lexington Av/59 St,M,True,R,40.76266,-73.967258
R11,BMT,Lexington Av/59 St,M,True,W,40.76266,-73.967258
R13,BMT,5 Av/59 St,M,True,N,40.764811,-73.973347
R13,BMT,5 Av/59 St,M,True,R,40.764811,-73.973347
R13,BMT,5 Av/59 St,M,True,W,40.764811,-73.973347
R14,BMT,57 St-7 Av,M,True,N,40.764664,-73.980658
R14,BMT,57 St-7 Av,M,True,Q,40.764664,-73.980658
R14,BMT,57 St-7 Av,M,True,R,40.764664,-73.980658
R14,BMT,57 St-7 Av,M,True,W,40.764664,-73.980658
R15,BMT,49 St,M,True,N,40.759901,-73.984139
R15,BMT,49 St,M,True,R,40.759901,-73.984139
R15,BMT,49 St,M,True,W,40.759901,-73.984139
R16,BMT,Times Sq-42 St,M,True,N,40.754672,-73.986754
R16,BMT,Times Sq-42 St,M,True,Q,40.754672,-73.986754
R16,BMT,Times Sq-42 St,M,True,R,40.754672,-73.986754
R16,BMT,Times Sq-42 St,M,True,W,40.754672,-73.986754
R17,BMT,34 St-Herald Sq,M,True,N,40.749567,-73.98795
R17,BMT,34 St-Herald Sq,M,True,Q,40.749567,-73.98795
R17,BMT,34 St-Herald Sq,M,True,R,40.749567,-73.98795
R17,BMT,34 St-Herald Sq,M,True,W,40.749567,-73.98795
R18,BMT,28 St,M,True,R,40.745494,-73.988691
R18,BMT,28 St,M,True,W,40.745494,-73.988691
R19,BMT,23 St,M,True,R,40.741303,-73.989344
R19,BMT,23 St,M,True,W,40.741303,-73.989344
R20,BMT,14 St-Union Sq,M,True,N,40.735736,-73.990568
R20,BMT,14 St-Union Sq,M,True,Q,40.735736,-73.990568
R20,BMT,14 St-Union Sq,M,True,R,40.735736,-73.990568
R20,BMT,14 St-Union Sq,M,True,W,40.735736,-73.990568
R21,BMT,8 St-NYU,M,True,R,40.730328,-73.992629
R21,BMT,8 St-NYU,M,True,W,40.730328,-73.992629
R22,BMT,Prince St,M,True,R,40.724329,-73.997702
R22,BMT,Prince St,M,True,W,40.724329,-73.997702
R23,BMT,Canal St,M,True,R,40.719527,-74.001775
R23,BMT,Canal St,M,True,W,40.719527,-74.001775
Q01,BMT,Canal St,M,True,N,40.718383,-74.00046
Q01,BMT,Canal St,M,True,Q,40.718383,-74.00046
R24,BMT,City Hall,M,True,R,40.713282,-74.006978
R24,BMT,City Hall,M,True,W,40.713282,-74.006978
R25,BMT,Cortlandt St,M,True,R,40.710668,-74.011029
R25,BMT,Cortlandt St,M,True,W,40.710668,-74.011029
R26,BMT,Rector St,M,True,R,40.70722,-74.013342
R26,BMT,Rector St,M,True,W,40.70722,-74.013342
R27,BMT,Whitehall St-South Ferry,M,True,R,40.703087,-74.012994
R27,BMT,Whitehall St-South Ferry,M,True,W,40.703087,-74.012994
R28,BMT,Court St,Bk,False,R,40.6941,-73.991777
R29,BMT,Jay St-MetroTech,Bk,False,R,40.69218,-73.985942
R30,BMT,DeKalb Av,Bk,False,B,40.690635,-73.981824
R30,BMT,DeKalb Av,Bk,False,Q,40.690635,-73.981824
R30,BMT,DeKalb Av,Bk,False,R,40.690635,-73.981824
R31,BMT,Atlantic Av-Barclays Ctr,Bk,False,D,40.683666,-73.97881
R31,BMT,Atlantic Av-Barclays Ctr,Bk,False,N,40.683666,-73.97881
R31,BMT,Atlantic Av-Barclays Ctr,Bk,False,R,40.683666,-73.97881
R32,BMT,Union St,Bk,False,R,40.677316,-73.98311
R33,BMT,4 Av-9 St,Bk,False,R,40.670847,-73.988302
R34,BMT,Prospect Av,Bk,False,R,40.665414,-73.992872
R35,BMT,25 St,Bk,False,R,40.660397,-73.998091
R36,BMT,36 St,Bk,False,D,40.655144,-74.003549
R36,BMT,36 St,Bk,False,N,40.655144,-74.003549
R36,BMT,36 St,Bk,False,R,40.655144,-74.003549
R39,BMT,45 St,Bk,False,R,40.648939,-74.010006
R40,BMT,53 St,Bk,False,R,40.645069,-74.014034
R41,BMT,59 St,Bk,False,N,40.641362,-74.017881
R41,BMT,59 St,Bk,False,R,40.641362,-74.017881
R42,BMT,Bay Ridge Av,Bk,False,R,40.634967,-74.023377
R43,BMT,77 St,Bk,False,R,40.629742,-74.02551
R44,BMT,86 St,Bk,False,R,40.622687,-74.028398
R45,BMT,Bay Ridge-95 St,Bk,False,R,40.616622,-74.030876
D24,BMT,Atlantic Av-Barclays Ctr,Bk,False,B,40.68446,-73.97689
D24,BMT,Atlantic Av-Barclays Ctr,Bk,False,Q,40.68446,-73.97689
D25,BMT,7 Av,Bk,False,B,40.67705,-73.972367
D25,BMT,7 Av,Bk,False,Q,40.67705,-73.972367
D26,BMT,Prospect Park,Bk,False,B,40.661614,-73.962246
D26,BMT,Prospect Park,Bk,False,Q,40.661614,-73.962246
D26,BMT,Prospect Park,Bk,False,S,40.661614,-73.962246
D27,BMT,Parkside Av,Bk,False,Q,40.655292,-73.961495
D28,BMT,Church Av,Bk,False,B,40.650527,-73.962982
D28,BMT,Church Av,Bk,False,Q,40.650527,-73.962982
D29,BMT,Beverley Rd,Bk,False,Q,40.644031,-73.964492
D30,BMT,Cortelyou Rd,Bk,False,Q,40.640927,-73.963891
D31,BMT,Newkirk Plaza,Bk,False,B,40.635082,-73.962793
D31,BMT,Newkirk Plaza,Bk,False,Q,40.635082,-73.962793
D32,BMT,Avenue H,Bk,False,Q,40.62927,-73.961639
D33,BMT,Avenue J,Bk,False,Q,40.625039,-73.960803
D34,BMT,Avenue M,Bk,False,Q,40.617618,-73.959399
D35,BMT,Kings Hwy,Bk,False,B,40.60867,-73.957734
D35,BMT,Kings Hwy,Bk,False,Q,40.60867,-73.957734
D37,BMT,Avenue U,Bk,False,Q,40.5993,-73.955929
D38,BMT,Neck Rd,Bk,False,Q,40.595246,-73.955161
D39,BMT,Sheepshead Bay,Bk,False,B,40.586896,-73.954155
D39,BMT,Sheepshead Bay,Bk,False,Q,40.586896,-73.954155
D40,BMT,Brighton Beach,Bk,False,B,40.577621,-73.961376
D40,BMT,Brighton Beach,Bk,False,Q,40.577621,-73.961376
D41,BMT,Ocean Pkwy,Bk,False,Q,40.576312,-73.968501
D42,BMT,W 8 St-NY Aquarium,Bk,False,F,40.576127,-73.975939
D42,BMT,W 8 St-NY Aquarium,Bk,False,Q,40.576127,-73.975939
D43,BMT,Coney Island-Stillwell Av,Bk,False,D,40.577422,-73.981233
D43,BMT,Coney Island-Stillwell Av,Bk,False,F,40.577422,-73.981233
D43,BMT,Coney Island-Stillwell Av,Bk,False,N,40.577422,-73.981233
D43,BMT,Coney Island-Stillwell Av,Bk,False,Q,40.577422,-73.981233
B12,BMT,9 Av,Bk,False,D,40.646292,-73.994324
B13,BMT,Fort Hamilton Pkwy,Bk,False,D,40.640914,-73.994304
B14,BMT,50 St,Bk,False,D,40.63626,-73.994791
B15,BMT,55 St,Bk,False,D,40.631435,-73.995476
B16,BMT,62 St,Bk,False,D,40.626472,-73.996895
B17,BMT,71 St,Bk,False,D,40.619589,-73.998864
B18,BMT,79 St,Bk,False,D,40.613501,-74.00061
B19,BMT,18 Av,Bk,False,D,40.607954,-74.001736
B20,BMT,20 Av,Bk,False,D,40.604556,-73.998168
B21,BMT,Bay Pkwy,Bk,False,D,40.601875,-73.993728
B22,BMT,25 Av,Bk,False,D,40.597704,-73.986829
B23,BMT,Bay 50 St,Bk,False,D,40.588841,-73.983765
N02,BMT,8 Av,Bk,False,N,40.635064,-74.011719
N03,BMT,Fort Hamilton Pkwy,Bk,False,N,40.631386,-74.005351
N04,BMT,New Utrecht Av,Bk,False,N,40.624842,-73.996353
N05,BMT,18 Av,Bk,False,N,40.620671,-73.990414
N06,BMT,20 Av,Bk,False,N,40.61741,-73.985026
N07,BMT,Bay Pkwy,Bk,False,N,40.611815,-73.981848
N08,BMT,Kings Hwy,Bk,False,N,40.603923,-73.980353
N09,BMT,Avenue U,Bk,False,N,40.597473,-73.979137
N10,BMT,86 St,Bk,False,N,40.592721,-73.97823
J12,BMT,121 St,Q,False,J,40.700492,-73.828294
J12,BMT,121 St,Q,False,Z,40.700492,-73.828294
J13,BMT,111 St,Q,False,J,40.697418,-73.836345
J14,BMT,104 St,Q,False,J,40.695178,-73.84433
J14,BMT,104 St,Q,False,Z,40.695178,-73.84433
J15,BMT,Woodhaven Blvd,Q,False,J,40.693879,-73.851576
J15,BMT,Woodhaven Blvd,Q,False,Z,40.693879,-73.851576
J16,BMT,85 St-Forest Pkwy,Q,False,J,40.692435,-73.86001
J17,BMT,75 St-Elderts Ln,Q,False,J,40.691324,-73.867139
J17,BMT,75 St-Elderts Ln,Q,False,Z,40.691324,-73.867139
J19,BMT,Cypress Hills,Bk,False,J,40.689941,-73.87255
J20,BMT,Crescent St,Bk,False,J,40.683194,-73.873785
J20,BMT,Crescent St,Bk,False,Z,40.683194,-73.873785
J21,BMT,Norwood Av,Bk,False,J,40.68141,-73.880039
J21,BMT,Norwood Av,Bk,False,Z,40.68141,-73.880039
J22,BMT,Cleveland St,Bk,False,J,40.679947,-73.884639
J23,BMT,Van Siclen Av,Bk,False,J,40.678024,-73.891688
J23,BMT,Van Siclen Av,Bk,False,Z,40.678024,-73.891688
J24,BMT,Alabama Av,Bk,False,J,40.676992,-73.898654
J24,BMT,Alabama Av,Bk,False,Z,40.676992,-73.898654
J27,BMT,Broadway Junction,Bk,False,J,40.679498,-73.904512
J27,BMT,Broadway Junction,Bk,False,Z,40.679498,-73.904512
J28,BMT,Chauncey St,Bk,False,J,40.682893,-73.910456
J28,BMT,Chauncey St,Bk,False,Z,40.682893,-73.910456
J29,BMT,Halsey St,Bk,False,J,40.68637,-73.916559
J30,BMT,Gates Av,Bk,False,J,40.68963,-73.92227
J30,BMT,Gates Av,Bk,False,Z,40.68963,-73.92227
J31,BMT,Kosciuszko St,Bk,False,J,40.693342,-73.928814
M11,BMT,Myrtle Av,Bk,False,M,40.697207,-73.935657
M11,BMT,Myrtle Av,Bk,False,J,40.697207,-73.935657
M11,BMT,Myrtle Av,Bk,False,Z,40.697207,-73.935657
M12,BMT,Flushing Av,Bk,False,M,40.70026,-73.941126
M12,BMT,Flushing Av,Bk,False,J,40.70026,-73.941126
M13,BMT,Lorimer St,Bk,False,M,40.703869,-73.947408
M13,BMT,Lorimer St,Bk,False,J,40.703869,-73.947408
M14,BMT,Hewes St,Bk,False,M,40.70687,-73.953431
M14,BMT,Hewes St,Bk,False,J,40.70687,-73.953431
M16,BMT,Marcy Av,Bk,False,M,40.708359,-73.957757
M16,BMT,Marcy Av,Bk,False,J,40.708359,-73.957757
M16,BMT,Marcy Av,Bk,False,Z,40.708359,-73.957757
M18,BMT,Delancey St-Essex St,M,True,M,40.718315,-73.987437
M18,BMT,Delancey St-Essex St,M,True,J,40.718315,-73.987437
M18,BMT,Delancey St-Essex St,M,True,Z,40.718315,-73.987437
M19,BMT,Bowery,M,True,J,40.72028,-73.993915
M19,BMT,Bowery,M,True,Z,40.72028,-73.993915
M20,BMT,Canal St,M,True,J,40.718092,-73.999892
M20,BMT,Canal St,M,True,Z,40.718092,-73.999892
M21,BMT,Chambers St,M,True,J,40.713243,-74.003401
M21,BMT,Chambers St,M,True,Z,40.713243,-74.003401
M22,BMT,Fulton St,M,True,J,40.710374,-74.007582
M22,BMT,Fulton St,M,True,Z,40.710374,-74.007582
M23,BMT,Broad St,M,True,J,40.706476,-74.011056
M23,BMT,Broad St,M,True,Z,40.706476,-74.011056
M01,BMT,Middle Village-Metropolitan Av,Q,False,M,40.711396,-73.889601
M04,BMT,Fresh Pond Rd,Q,False,M,40.706186,-73.895877
M05,BMT,Forest Av,Q,False,M,40.704423,-73.903077
M06,BMT,Seneca Av,Q,False,M,40.702762,-73.90774
M08,BMT,Myrtle-Wyckoff Avs,Bk,False,M,40.69943,-73.912385
M09,BMT,Knickerbocker Av,Bk,False,M,40.698664,-73.919711
M10,BMT,Central Av,Bk,False,M,40.697857,-73.927397
L01,BMT,8 Av,M,True,L,40.739777,-74.002578
L02,BMT,6 Av,M,True,L,40.737335,-73.996786
L03,BMT,14 St-Union Sq,M,True,L,40.734789,-73.99073
L05,BMT,3 Av,M,True,L,40.732849,-73.986122
L06,BMT,1 Av,M,True,L,40.730953,-73.981628
L08,BMT,Bedford Av,Bk,False,L,40.717304,-73.956872
L10,BMT,Lorimer St,Bk,False,L,40.714063,-73.950275
L11,BMT,Graham Av,Bk,False,L,40.714565,-73.944053
L12,BMT,Grand St,Bk,False,L,40.711926,-73.94067
L13,BMT,Montrose Av,Bk,False,L,40.707739,-73.93985
L14,BMT,Morgan Av,Bk,False,L,40.706152,-73.933147
L15,BMT,Jefferson St,Bk,False,L,40.706607,-73.922913
L16,BMT,DeKalb Av,Bk,False,L,40.703811,-73.918425
L17,BMT,Myrtle-Wyckoff Avs,Bk,False,L,40.699814,-73.911586
L19,BMT,Halsey St,Q,False,L,40.695602,-73.904084
L20,BMT,Wilson Av,Bk,False,L,40.688764,-73.904046
L21,BMT,Bushwick Av-Aberdeen St,Bk,False,L,40.682829,-73.905249
L22,BMT,Broadway Junction,Bk,False,L,40.678856,-73.90324
L24,BMT,Atlantic Av,Bk,False,L,40.675345,-73.903097
L25,BMT,Sutter Av,Bk,False,L,40.669367,-73.901975
L26,BMT,Livonia Av,Bk,False,L,40.664038,-73.900571
L27,BMT,New Lots Av,Bk,False,L,40.658733,-73.899232
L28,BMT,East 105 St,Bk,False,L,40.650573,-73.899485
L29,BMT,Canarsie-Rockaway Pkwy,Bk,False,L,40.646654,-73.90185
S01,BMT,Franklin Av,Bk,False,S,40.680596,-73.955827
S03,BMT,Park Pl,Bk,False,S,40.674772,-73.957624
S04,BMT,Botanic Garden,Bk,False,S,40.670343,-73.959245
A02,IND,Inwood-207 St,M,False,A,40.868072,-73.919899
A03,IND,Dyckman St,M,False,A,40.865491,-73.927271
A05,IND,190 St,M,False,A,40.859022,-73.93418
A06,IND,181 St,M,False,A,40.851695,-73.937969
A07,IND,175 St,M,False,A,40.847391,-73.939704
A09,IND,168 St,M,False,A,40.840719,-73.939561
A09,IND,168 St,M,False,C,40.840719,-73.939561
A10,IND,163 St-Amsterdam Av,M,False,C,40.836013,-73.939892
A11,IND,155 St,M,False,C,40.830518,-73.941514
A12,IND,145 St,M,False,A,40.824783,-73.944216
A12,IND,145 St,M,False,C,40.824783,-73.944216
D13,IND,145 St,M,False,B,40.824783,-73.944216
D13,IND,145 St,M,False,D,40.824783,-73.944216
A14,IND,135 St,M,False,C,40.817894,-73.947649
A14,IND,135 St,M,False,B,40.817894,-73.947649
A15,IND,125 St,M,False,A,40.811109,-73.952343
A15,IND,125 St,M,False,C,40.811109,-73.952343
A15,IND,125 St,M,False,B,40.811109,-73.952343
A15,IND,125 St,M,False,D,40.811109,-73.952343
A16,IND,116 St,M,False,C,40.805085,-73.954882
A16,IND,116 St,M,False,B,40.805085,-73.954882
A17,IND,Cathedral Pkwy (110 St),M,False,C,40.800603,-73.958161
A17,IND,Cathedral Pkwy (110 St),M,False,B,40.800603,-73.958161
A18,IND,103 St,M,False,C,40.796092,-73.961454
A18,IND,103 St,M,False,B,40.796092,-73.961454
A19,IND,96 St,M,False,C,40.791642,-73.964696
A19,IND,96 St,M,False,B,40.791642,-73.964696
A20,IND,86 St,M,False,C,40.785868,-73.968916
A20,IND,86 St,M,False,B,40.785868,-73.968916
A21,IND,81 St-Museum of Natural History,M,False,C,40.781433,-73.972143
A21,IND,81 St-Museum of Natural History,M,False,B,40.781433,-73.972143
A22,IND,72 St,M,False,C,40.775594,-73.97641
A22,IND,72 St,M,False,B,40.775594,-73.97641
A24,IND,59 St-Columbus Circle,M,True,A,40.768296,-73.981736
A24,IND,59 St-Columbus Circle,M,True,C,40.768296,-73.981736
A24,IND,59 St-Columbus Circle,M,True,B,40.768296,-73.981736
A24,IND,59 St-Columbus Circle,M,True,D,40.768296,-73.981736
A25,IND,50 St,M,True,C,40.762456,-73.985984
A25,IND,50 St,M,True,E,40.762456,-73.985984
A27,IND,42 St-Port Authority Bus Terminal,M,True,A,40.757308,-73.989735
A27,IND,42 St-Port Authority Bus Terminal,M,True,C,40.757308,-73.989735
A27,IND,42 St-Port Authority Bus Terminal,M,True,E,40.757308,-73.989735
A28,IND,34 St-Penn Station,M,True,A,40.752287,-73.993391
A28,IND,34 St-Penn Station,M,True,C,40.752287,-73.993391
A28,IND,34 St-Penn Station,M,True,E,40.752287,-73.993391
A30,IND,23 St,M,True,C,40.745906,-73.998041
A30,IND,23 St,M,True,E,40.745906,-73.998041
A31,IND,14 St,M,True,A,40.740893,-74.00169
A31,IND,14 St,M,True,C,40.740893,-74.00169
A31,IND,14 St,M,True,E,40.740893,-74.00169
A32,IND,W 4 St-Wash Sq,M,True,A,40.732338,-74.000495
A32,IND,W 4 St-Wash Sq,M,True,C,40.732338,-74.000495
A32,IND,W 4 St-Wash Sq,M,True,E,40.732338,-74.000495
D20,IND,W 4 St-Wash Sq,M,True,B,40.732338,-74.000495
D20,IND,W 4 St-Wash Sq,M,True,D,40.732338,-74.000495
D20,IND,W 4 St-Wash Sq,M,True,F,40.732338,-74.000495
D20,IND,W 4 St-Wash Sq,M,True,M,40.732338,-74.000495
A33,IND,Spring St,M,True,C,40.726227,-74.003739
A33,IND,Spring St,M,True,E,40.726227,-74.003739
A34,IND,Canal St,M,True,A,40.720824,-74.005229
A34,IND,Canal St,M,True,C,40.720824,-74.005229
A34,IND,Canal St,M,True,E,40.720824,-74.005229
A36,IND,Chambers St,M,True,A,40.714111,-74.008585
A36,IND,Chambers St,M,True,C,40.714111,-74.008585
E01,IND,World Trade Center,M,True,E,40.712582,-74.009781
A38,IND,Fulton St,M,True,A,40.710197,-74.007691
A38,IND,Fulton St,M,True,C,40.710197,-74.007691
A40,IND,High St,Bk,False,A,40.699337,-73.990531
A40,IND,High St,Bk,False,C,40.699337,-73.990531
A41,IND,Jay St-MetroTech,Bk,False,A,40.692338,-73.987342
A41,IND,Jay St-MetroTech,Bk,False,C,40.692338,-73.987342
A41,IND,Jay St-MetroTech,Bk,False,F,40.692338,-73.987342
A42,IND,Hoyt-Schermerhorn Sts,Bk,False,A,40.688484,-73.985001
A42,IND,Hoyt-Schermerhorn Sts,Bk,False,C,40.688484,-73.985001
A42,IND,Hoyt-Schermerhorn Sts,Bk,False,G,40.688484,-73.985001
A43,IND,Lafayette Av,Bk,False,C,40.686113,-73.973946
A44,IND,Clinton-Washington Avs,Bk,False,C,40.683263,-73.965838
A45,IND,Franklin Av,Bk,False,C,40.68138,-73.956848
A46,IND,Nostrand Av,Bk,False,A,40.680438,-73.950426
A46,IND,Nostrand Av,Bk,False,C,40.680438,-73.950426
A47,IND,Kingston-Throop Avs,Bk,False,C,40.679921,-73.940858
A48,IND,Utica Av,Bk,False,A,40.679364,-73.930729
A48,IND,Utica Av,Bk,False,C,40.679364,-73.930729
A49,IND,Ralph Av,Bk,False,C,40.678822,-73.920786
A50,IND,Rockaway Av,Bk,False,C,40.67834,-73.911946
A51,IND,Broadway Junction,Bk,False,A,40.678334,-73.905316
A51,IND,Broadway Junction,Bk,False,C,40.678334,-73.905316
A52,IND,Liberty Av,Bk,False,C,40.674542,-73.896548
A53,IND,Van Siclen Av,Bk,False,C,40.67271,-73.890358
A54,IND,Shepherd Av,Bk,False,C,40.67413,-73.88075
A55,IND,Euclid Av,Bk,False,A,40.675377,-73.872106
A55,IND,Euclid Av,Bk,False,C,40.675377,-73.872106
A57,IND,Grant Av,Bk,False,A,40.677044,-73.86505
A59,IND,80 St,Q,False,A,40.679371,-73.858992
A60,IND,88 St,Q,False,A,40.679843,-73.85147
A61,IND,Rockaway Blvd,Q,False,A,40.680429,-73.843853
A63,IND,104 St,Q,False,A,40.681711,-73.837683
A64,IND,111 St,Q,False,A,40.684331,-73.832163
A65,IND,Ozone Park-Lefferts Blvd,Q,False,A,40.685951,-73.825798
H01,IND,Aqueduct Racetrack,Q,False,A,40.672097,-73.835919
H02,IND,Aqueduct-N Conduit Av,Q,False,A,40.668234,-73.834058
H03,IND,Howard Beach-JFK Airport,Q,False,A,40.660476,-73.830301
H04,IND,Broad Channel,Q,False,A,40.608382,-73.815925
H04,IND,Broad Channel,Q,False,S,40.608382,-73.815925
H12,IND,Beach 90 St,Q,False,A,40.588034,-73.813641
H12,IND,Beach 90 St,Q,False,S,40.588034,-73.813641
H13,IND,Beach 98 St,Q,False,A,40.585307,-73.820558
H13,IND,Beach 98 St,Q,False,S,40.585307,-73.820558
H14,IND,Beach 105 St,Q,False,A,40.583209,-73.827559
H14,IND,Beach 105 St,Q,False,S,40.583209,-73.827559
H15,IND,Rockaway Park-Beach 116 St,Q,False,A,40.580903,-73.835592
H15,IND,Rockaway Park-Beach 116 St,Q,False,S,40.580903,-73.835592
H06,IND,Beach 67 St,Q,False,A,40.590927,-73.796924
H07,IND,Beach 60 St,Q,False,A,40.592374,-73.788522
H08,IND,Beach 44 St,Q,False,A,40.592943,-73.776013
H09,IND,Beach 36 St,Q,False,A,40.595398,-73.768175
H10,IND,Beach 25 St,Q,False,A,40.600066,-73.761353
H11,IND,Far Rockaway-Mott Av,Q,False,A,40.603995,-73.755405
D01,IND,Norwood-205 St,Bx,False,D,40.874811,-73.878855
D03,IND,Bedford Park Blvd,Bx,False,B,40.873244,-73.887138
D03,IND,Bedford Park Blvd,Bx,False,D,40.873244,-73.887138
D04,IND,Kingsbridge Rd,Bx,False,B,40.866978,-73.893509
D04,IND,Kingsbridge Rd,Bx,False,D,40.866978,-73.893509
D05,IND,Fordham Rd,Bx,False,B,40.861296,-73.897749
D05,IND,Fordham Rd,Bx,False,D,40.861296,-73.897749
D06,IND,182-183 Sts,Bx,False,B,40.856093,-73.900741
D06,IND,182-183 Sts,Bx,False,D,40.856093,-73.900741
D07,IND,Tremont Av,Bx,False,B,40.85041,-73.905227
D07,IND,Tremont Av,Bx,False,D,40.85041,-73.905227
D08,IND,174-175 Sts,Bx,False,B,40.8459,-73.910136
D08,IND,174-175 Sts,Bx,False,D,40.8459,-73.910136
D09,IND,170 St,Bx,False,B,40.839306,-73.9134
D09,IND,170 St,Bx,False,D,40.839306,-73.9134
D10,IND,167 St,Bx,False,B,40.833771,-73.91844
D10,IND,167 St,Bx,False,D,40.833771,-73.91844
D11,IND,161 St-Yankee Stadium,Bx,False,B,40.827905,-73.925651
D11,IND,161 St-Yankee Stadium,Bx,False,D,40.827905,-73.925651
D12,IND,155 St,M,False,B,40.830135,-73.938209
D12,IND,155 St,M,False,D,40.830135,-73.938209
B04,IND,21 St-Queensbridge,Q,False,F,40.754203,-73.942836
B06,IND,Roosevelt Island,M,False,F,40.759145,-73.95326
B08,IND,Lexington Av/63 St,M,False,F,40.764629,-73.966113
B08,IND,Lexington Av/63 St,M,False,Q,40.764629,-73.966113
B10,IND,57 St,M,True,F,40.763972,-73.97745
D15,IND,47-50 Sts-Rockefeller Ctr,M,True,B,40.758663,-73.981329
D15,IND,47-50 Sts-Rockefeller Ctr,M,True,D,40.758663,-73.981329
D15,IND,47-50 Sts-Rockefeller Ctr,M,True,F,40.758663,-73.981329
D15,IND,47-50 Sts-Rockefeller Ctr,M,True,M,40.758663,-73.981329
D16,IND,42 St-Bryant Pk,M,True,B,40.754222,-73.984569
D16,IND,42 St-Bryant Pk,M,True,D,40.754222,-73.984569
D16,IND,42 St-Bryant Pk,M,True,F,40.754222,-73.984569
D16,IND,42 St-Bryant Pk,M,True,M,40.754222,-73.984569
D17,IND,34 St-Herald Sq,M,True,B,40.749719,-73.987823
D17,IND,34 St-Herald Sq,M,True,D,40.749719,-73.987823
D17,IND,34 St-Herald Sq,M,True,F,40.749719,-73.987823
D17,IND,34 St-Herald Sq,M,True,M,40.749719,-73.987823
D18,IND,23 St,M,True,F,40.742878,-73.992821
D18,IND,23 St,M,True,M,40.742878,-73.992821
D19,IND,14 St,M,True,F,40.738228,-73.996209
D19,IND,14 St,M,True,M,40.738228,-73.996209
D21,IND,Broadway-Lafayette St,M,True,B,40.725297,-73.996204
D21,IND,Broadway-Lafayette St,M,True,D,40.725297,-73.996204
D21,IND,Broadway-Lafayette St,M,True,F,40.725297,-73.996204
D21,IND,Broadway-Lafayette St,M,True,M,40.725297,-73.996204
D22,IND,Grand St,M,True,B,40.718267,-73.993753
D22,IND,Grand St,M,True,D,40.718267,-73.993753
